network,property,result,runtime,output_intervals,observation
ACASXU_run2a_3_8_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,5.7,"Y0: [-1498050.81, 4956224.52]; Y1: [-220495.59, 91364.53]; Y2: [-0.02, 445921.73]; Y3: [-220495.59, 157805.75]; Y4: [-619902.5, 1269513.87]",
ACASXU_run2a_3_9_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,14.37,"Y0: [-14073879.59, 14278621.46]; Y1: [-2973634.07, 2980146.47]; Y2: [-0.02, 1881369.32]; Y3: [-2973634.07, 2980146.47]; Y4: [-2973634.1, 1719526.94]",
ACASXU_run2a_3_9_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,14.27,"Y0: [-14073879.59, 14278621.46]; Y1: [-2973634.07, 2980146.47]; Y2: [-0.02, 1881369.32]; Y3: [-2973634.07, 2980146.47]; Y4: [-2973634.1, 1719526.94]",
ACASXU_run2a_3_9_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,3.95,"Y0: [-7504325.75, 7613486.19]; Y1: [-1585391.12, 1589097.63]; Y2: [-0.02, 1003275.4]; Y3: [-1585391.12, 1589097.63]; Y4: [-1585391.15, 916893.61]",
ACASXU_run2a_3_9_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,3.67,"Y0: [-2784847.43, 2825045.03]; Y1: [-588293.4, 589635.97]; Y2: [-0.02, 372280.73]; Y3: [-588293.4, 589635.97]; Y4: [-588293.43, 340162.07]",
ACASXU_run2a_4_1_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,17.5,"Y0: [-1285992.53, 4587674.18]; Y1: [-632145.19, 3556011.7]; Y2: [-621967.29, 3973841.23]; Y3: [-1311173.71, 2933299.19]; Y4: [-1126796.6, 4474319.96]",
ACASXU_run2a_4_1_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,17.95,"Y0: [-1285992.53, 4587674.18]; Y1: [-632145.19, 3556011.7]; Y2: [-621967.29, 3973841.23]; Y3: [-1311173.71, 2933299.19]; Y4: [-1126796.6, 4474319.96]",
ACASXU_run2a_4_1_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,8.58,"Y0: [-978804.34, 3491675.39]; Y1: [-481195.96, 2706457.84]; Y2: [-473396.79, 3024418.62]; Y3: [-998038.49, 2232654.61]; Y4: [-857654.86, 3405300.99]",
ACASXU_run2a_4_1_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,7.89,"Y0: [-656338.17, 2341217.07]; Y1: [-322610.03, 1814664.87]; Y2: [-317360.24, 2027839.19]; Y3: [-669220.5, 1496957.5]; Y4: [-574953.6, 2283210.86]",
ACASXU_run2a_4_2_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,13.04,"Y0: [-1379878.46, 2230965.55]; Y1: [-875700.55, 2648231.43]; Y2: [-1225798.31, 2470270.72]; Y3: [-1212797.23, 2618038.76]; Y4: [-1551422.82, 2918436.48]",
ACASXU_run2a_4_2_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,12.98,"Y0: [-1379878.46, 2230965.55]; Y1: [-875700.55, 2648231.43]; Y2: [-1225798.31, 2470270.72]; Y3: [-1212797.23, 2618038.76]; Y4: [-1551422.82, 2918436.48]",
ACASXU_run2a_4_2_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,5.47,"Y0: [-770605.65, 1245950.24]; Y1: [-489005.56, 1479024.55]; Y2: [-684484.48, 1379628.16]; Y3: [-677302.81, 1462086.37]; Y4: [-866288.64, 1629867.14]",
ACASXU_run2a_4_2_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,5.35,"Y0: [-517654.73, 836971.56]; Y1: [-328481.84, 993510.37]; Y2: [-459794.97, 926746.88]; Y3: [-455003.95, 982120.04]; Y4: [-581919.9, 1094867.07]",
ACASXU_run2a_4_3_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,18.87,"Y0: [-2293842.0, 3888882.16]; Y1: [-1854845.56, 3138323.4]; Y2: [-907393.21, 3393717.79]; Y3: [-1983282.73, 3160876.62]; Y4: [-1440418.6, 4035976.07]",
ACASXU_run2a_4_3_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,18.77,"Y0: [-2293842.0, 3888882.16]; Y1: [-1854845.56, 3138323.4]; Y2: [-907393.21, 3393717.79]; Y3: [-1983282.73, 3160876.62]; Y4: [-1440418.6, 4035976.07]",
ACASXU_run2a_4_3_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,8.42,"Y0: [-1080938.9, 1832694.21]; Y1: [-874112.16, 1478986.98]; Y2: [-427556.96, 1599772.63]; Y3: [-934560.38, 1489652.65]; Y4: [-678732.0, 1902178.59]",
ACASXU_run2a_4_3_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,6.66,"Y0: [-701692.05, 1189778.88]; Y1: [-567485.38, 960143.27]; Y2: [-277554.08, 1038532.22]; Y3: [-606776.43, 967091.71]; Y4: [-440590.64, 1234929.46]",
ACASXU_run2a_4_4_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,18.74,"Y0: [-1902935.27, 4327649.92]; Y1: [-1350919.98, 2827575.39]; Y2: [-989303.04, 2810712.02]; Y3: [-876129.87, 3554218.29]; Y4: [-971327.16, 3243783.95]",
ACASXU_run2a_4_4_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,18.83,"Y0: [-1902935.27, 4327649.92]; Y1: [-1350919.98, 2827575.39]; Y2: [-989303.04, 2810712.02]; Y3: [-876129.87, 3554218.29]; Y4: [-971327.16, 3243783.95]",
ACASXU_run2a_4_4_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,8.4,"Y0: [-1212844.75, 2758356.32]; Y1: [-861018.21, 1802213.53]; Y2: [-630562.04, 1791401.96]; Y3: [-558324.16, 2265451.15]; Y4: [-619117.17, 2067442.67]",
ACASXU_run2a_4_4_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,6.03,"Y0: [-784146.62, 1783267.51]; Y1: [-556662.65, 1165041.59]; Y2: [-407625.94, 1158061.38]; Y3: [-360951.7, 1464572.12]; Y4: [-400232.1, 1336511.28]",
ACASXU_run2a_4_5_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,10.34,"Y0: [-12914236.07, 8554436.45]; Y1: [-1344758.86, 8485336.21]; Y2: [-653708.24, 6833890.36]; Y3: [-2383699.14, 4264074.89]; Y4: [-709563.3, 5560598.86]",
ACASXU_run2a_4_5_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,10.34,"Y0: [-12914236.07, 8554436.45]; Y1: [-1344758.86, 8485336.21]; Y2: [-653708.24, 6833890.36]; Y3: [-2383699.14, 4264074.89]; Y4: [-709563.3, 5560598.86]",
ACASXU_run2a_4_5_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,4.82,"Y0: [-6558784.15, 4344082.39]; Y1: [-682935.11, 4309205.51]; Y2: [-332045.33, 3470197.6]; Y3: [-1210331.32, 2165635.56]; Y4: [-360421.09, 2823627.75]",
ACASXU_run2a_4_5_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.72,"Y0: [-3458796.28, 2290998.81]; Y1: [-360143.02, 2272535.46]; Y2: [-175087.28, 1830232.78]; Y3: [-638349.59, 1142075.7]; Y4: [-190050.32, 1489225.4]",
ACASXU_run2a_4_6_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,15.68,"Y0: [-3930369.43, 12971325.78]; Y1: [-1597936.71, 5129267.02]; Y2: [-2651164.24, 2416568.43]; Y3: [-1604970.95, 3606260.36]; Y4: [-455729.89, 2398009.51]",
ACASXU_run2a_4_6_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,15.75,"Y0: [-3930369.43, 12971325.78]; Y1: [-1597936.71, 5129267.02]; Y2: [-2651164.24, 2416568.43]; Y3: [-1604970.95, 3606260.36]; Y4: [-455729.89, 2398009.51]",
ACASXU_run2a_4_6_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,5.36,"Y0: [-2055750.69, 6783604.7]; Y1: [-836140.61, 2682899.92]; Y2: [-1386588.86, 1264031.22]; Y3: [-839491.81, 1886430.22]; Y4: [-238299.63, 1254320.27]",
ACASXU_run2a_4_6_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.56,"Y0: [-1101090.66, 3632824.05]; Y1: [-447693.03, 1437103.68]; Y2: [-742880.76, 676922.88]; Y3: [-449763.57, 1010201.54]; Y4: [-127635.98, 671718.4]",
ACASXU_run2a_4_7_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,16.96,"Y0: [-7975608.99, 15218220.75]; Y1: [-159780.81, 7746668.99]; Y2: [-3012892.19, 7783671.12]; Y3: [-824238.94, 9503280.68]; Y4: [-1343939.01, 7033146.97]",
ACASXU_run2a_4_7_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,16.9,"Y0: [-7975608.99, 15218220.75]; Y1: [-159780.81, 7746668.99]; Y2: [-3012892.19, 7783671.12]; Y3: [-824238.94, 9503280.68]; Y4: [-1343939.01, 7033146.97]",
ACASXU_run2a_4_7_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,6.28,"Y0: [-4198577.04, 8011082.24]; Y1: [-84118.35, 4077520.57]; Y2: [-1586524.49, 4096407.06]; Y3: [-433982.26, 5001598.64]; Y4: [-707693.87, 3701520.05]",
ACASXU_run2a_4_7_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,5.3,"Y0: [-2110865.08, 4028163.17]; Y1: [-42288.86, 2050606.4]; Y2: [-797843.36, 2060138.74]; Y3: [-218182.77, 2515647.74]; Y4: [-355904.04, 1861433.93]",
ACASXU_run2a_4_8_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,10.83,"Y0: [-16396378.71, 15374316.73]; Y1: [-0.02, 3925749.37]; Y2: [-1430195.91, 3356811.94]; Y3: [-1430195.95, 4628139.23]; Y4: [-1430195.91, 3356811.94]",
ACASXU_run2a_4_8_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,10.74,"Y0: [-16396378.71, 15374316.73]; Y1: [-0.02, 3925749.37]; Y2: [-1430195.91, 3356811.94]; Y3: [-1430195.95, 4628139.23]; Y4: [-1430195.91, 3356811.94]",
ACASXU_run2a_4_8_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,3.93,"Y0: [-9701537.71, 9096939.45]; Y1: [-0.02, 2322876.62]; Y2: [-846234.99, 1986213.96]; Y3: [-846235.03, 2738399.24]; Y4: [-846234.99, 1986213.96]",
ACASXU_run2a_4_8_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,3.84,"Y0: [-3635129.52, 3408425.25]; Y1: [-0.02, 870348.45]; Y2: [-317062.41, 744222.89]; Y3: [-317062.45, 1026001.43]; Y4: [-317062.41, 744222.89]",
ACASXU_run2a_4_9_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,9.84,"Y0: [-21093280.45, 17686903.73]; Y1: [-0.02, 3055828.66]; Y2: [-4091449.06, 1221168.27]; Y3: [-0.02, 1221168.23]; Y4: [-4091449.06, 25854.21]",
ACASXU_run2a_4_9_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,9.79,"Y0: [-21093280.45, 17686903.73]; Y1: [-0.02, 3055828.66]; Y2: [-4091449.06, 1221168.27]; Y3: [-0.02, 1221168.23]; Y4: [-4091449.06, 25854.21]",
ACASXU_run2a_4_9_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,4.24,"Y0: [-9877434.19, 8281634.15]; Y1: [-0.02, 1430965.28]; Y2: [-1915606.82, 571930.84]; Y3: [-0.02, 571930.8]; Y4: [-1915606.82, 12115.19]",
ACASXU_run2a_4_9_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.3,"Y0: [-4496683.41, 3770473.77]; Y1: [-0.02, 651512.61]; Y2: [-872104.65, 260384.26]; Y3: [-0.02, 260384.22]; Y4: [-872104.65, 5515.88]",
ACASXU_run2a_5_1_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,27.36,"Y0: [-1215834.13, 2375092.69]; Y1: [-979914.94, 1805741.1]; Y2: [-1030775.94, 1630045.02]; Y3: [-1150442.58, 1925618.46]; Y4: [-1307243.91, 1643650.32]",
ACASXU_run2a_5_1_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,28.05,"Y0: [-1215834.13, 2375092.69]; Y1: [-979914.94, 1805741.1]; Y2: [-1030775.94, 1630045.02]; Y3: [-1150442.58, 1925618.46]; Y4: [-1307243.91, 1643650.32]",
ACASXU_run2a_5_1_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,11.18,"Y0: [-738586.04, 1442259.1]; Y1: [-595335.34, 1096524.41]; Y2: [-626045.9, 989827.34]; Y3: [-698857.43, 1169614.23]; Y4: [-794138.98, 998182.97]",
ACASXU_run2a_5_1_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,9.7,"Y0: [-587468.12, 1147030.51]; Y1: [-473482.47, 871974.72]; Y2: [-497924.73, 787166.9]; Y3: [-555766.22, 930091.09]; Y4: [-631607.5, 793717.7]",
ACASXU_run2a_5_2_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,21.37,"Y0: [-669072.79, 1929432.97]; Y1: [-269042.84, 2074719.19]; Y2: [-473971.72, 1621035.1]; Y3: [-337781.57, 2430846.21]; Y4: [-934284.3, 1172265.32]",
ACASXU_run2a_5_2_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,21.37,"Y0: [-669072.79, 1929432.97]; Y1: [-269042.84, 2074719.19]; Y2: [-473971.72, 1621035.1]; Y3: [-337781.57, 2430846.21]; Y4: [-934284.3, 1172265.32]",
ACASXU_run2a_5_2_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,9.96,"Y0: [-382917.36, 1103664.99]; Y1: [-153985.68, 1186860.63]; Y2: [-271235.53, 927338.51]; Y3: [-193317.75, 1390561.75]; Y4: [-534444.54, 670705.71]",
ACASXU_run2a_5_2_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,7.12,"Y0: [-266259.01, 767496.03]; Y1: [-107063.42, 825333.54]; Y2: [-188609.9, 644868.32]; Y3: [-134402.45, 966997.36]; Y4: [-371657.02, 466370.01]",
ACASXU_run2a_5_3_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,11.33,"Y0: [-2001063.44, 4029124.5]; Y1: [-1096122.82, 2250512.54]; Y2: [-1241055.48, 2687053.7]; Y3: [-1770020.2, 2483815.63]; Y4: [-879958.96, 3251721.45]",
ACASXU_run2a_5_3_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,11.36,"Y0: [-2001063.44, 4029124.5]; Y1: [-1096122.82, 2250512.54]; Y2: [-1241055.48, 2687053.7]; Y3: [-1770020.2, 2483815.63]; Y4: [-879958.96, 3251721.45]",
ACASXU_run2a_5_3_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,4.94,"Y0: [-1088525.15, 2191830.52]; Y1: [-596378.91, 1224340.49]; Y2: [-675170.1, 1461908.22]; Y3: [-963049.45, 1351331.33]; Y4: [-478758.1, 1769050.99]",
ACASXU_run2a_5_3_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.96,"Y0: [-705762.66, 1421010.65]; Y1: [-386693.73, 793778.74]; Y2: [-437689.73, 947822.62]; Y3: [-624428.5, 876117.9]; Y4: [-310439.6, 1146867.62]",
ACASXU_run2a_5_4_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,17.4,"Y0: [-2313030.35, 3748048.42]; Y1: [-1421351.51, 1922750.74]; Y2: [-766802.7, 2475907.58]; Y3: [-1635601.67, 2440702.24]; Y4: [-596043.68, 3044472.0]",
ACASXU_run2a_5_4_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,17.43,"Y0: [-2313030.35, 3748048.42]; Y1: [-1421351.51, 1922750.74]; Y2: [-766802.7, 2475907.58]; Y3: [-1635601.67, 2440702.24]; Y4: [-596043.68, 3044472.0]",
ACASXU_run2a_5_4_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,6.71,"Y0: [-1397463.67, 2265103.29]; Y1: [-858779.02, 1162010.25]; Y2: [-463352.99, 1496254.06]; Y3: [-988299.39, 1475307.95]; Y4: [-360392.62, 1839883.54]",
ACASXU_run2a_5_4_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,6.2,"Y0: [-887722.08, 1438906.95]; Y1: [-545616.62, 738132.93]; Y2: [-294325.76, 950481.11]; Y3: [-627922.16, 937034.44]; Y4: [-228924.54, 1168778.47]",
ACASXU_run2a_5_5_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,13.34,"Y0: [-1742540.56, 5475512.15]; Y1: [-912279.65, 3720229.14]; Y2: [-898309.06, 6272894.49]; Y3: [-783683.68, 3829811.24]; Y4: [-772746.36, 4628175.7]",
ACASXU_run2a_5_5_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,13.46,"Y0: [-1742540.56, 5475512.15]; Y1: [-912279.65, 3720229.14]; Y2: [-898309.06, 6272894.49]; Y3: [-783683.68, 3829811.24]; Y4: [-772746.36, 4628175.7]",
ACASXU_run2a_5_5_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,5.52,"Y0: [-750158.34, 2356369.52]; Y1: [-392681.81, 1600906.92]; Y2: [-386768.59, 2699293.84]; Y3: [-337408.11, 1648073.58]; Y4: [-332566.34, 1991373.39]",
ACASXU_run2a_5_5_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,5.24,"Y0: [-529730.32, 1664489.66]; Y1: [-277339.32, 1130889.95]; Y2: [-273125.61, 1906825.82]; Y3: [-238279.89, 1164201.63]; Y4: [-234879.35, 1406765.24]",
ACASXU_run2a_5_6_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,23.22,"Y0: [-7363775.64, 11464185.58]; Y1: [-2055617.65, 5331712.56]; Y2: [-230151.64, 4436496.5]; Y3: [-2351202.61, 3213491.52]; Y4: [-1075824.7, 4837128.73]",
ACASXU_run2a_5_6_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,23.27,"Y0: [-7363775.64, 11464185.58]; Y1: [-2055617.65, 5331712.56]; Y2: [-230151.64, 4436496.5]; Y3: [-2351202.61, 3213491.52]; Y4: [-1075824.7, 4837128.73]",
ACASXU_run2a_5_6_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,9.34,"Y0: [-2699640.57, 4203871.48]; Y1: [-753666.33, 1955218.33]; Y2: [-84374.64, 1626939.08]; Y3: [-861990.74, 1178357.95]; Y4: [-394440.78, 1773759.7]",
ACASXU_run2a_5_6_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.69,"Y0: [-1279531.73, 1989592.9]; Y1: [-357050.0, 925081.96]; Y2: [-39981.56, 769881.42]; Y3: [-408480.56, 557726.95]; Y4: [-186902.83, 839379.94]",
ACASXU_run2a_5_7_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,12.49,"Y0: [-10207406.75, 13180804.68]; Y1: [-125183.33, 841947.58]; Y2: [-0.02, 3808154.77]; Y3: [-126614.93, 839483.03]; Y4: [-2508402.25, 248984.63]",
ACASXU_run2a_5_7_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,12.49,"Y0: [-10207406.75, 13180804.68]; Y1: [-125183.33, 841947.58]; Y2: [-0.02, 3808154.77]; Y3: [-126614.93, 839483.03]; Y4: [-2508402.25, 248984.63]",
ACASXU_run2a_5_7_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,5.11,"Y0: [-5488218.76, 7086267.37]; Y1: [-67300.63, 452578.96]; Y2: [-0.02, 2047416.53]; Y3: [-68069.12, 451253.1]; Y4: [-1348745.45, 133820.02]",
ACASXU_run2a_5_7_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.43,"Y0: [-2627638.29, 3393081.83]; Y1: [-32223.56, 216765.46]; Y2: [-0.02, 980327.36]; Y3: [-32591.05, 216131.97]; Y4: [-645747.43, 64093.35]",
ACASXU_run2a_5_8_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,10.23,"Y0: [-40079065.95, 22765094.73]; Y1: [-13793702.23, 1535178.5]; Y2: [-5226661.46, 8503904.09]; Y3: [-4477758.27, 10078422.34]; Y4: [-0.02, 18695837.99]",
ACASXU_run2a_5_8_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,10.23,"Y0: [-40079065.95, 22765094.73]; Y1: [-13793702.23, 1535178.5]; Y2: [-5226661.46, 8503904.09]; Y3: [-4477758.27, 10078422.34]; Y4: [-0.02, 18695837.99]",
ACASXU_run2a_5_8_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,4.12,"Y0: [-17894952.04, 10160954.45]; Y1: [-6155752.09, 685122.78]; Y2: [-2333083.35, 3796110.25]; Y3: [-1999111.8, 4496309.0]; Y4: [-0.02, 8346698.47]",
ACASXU_run2a_5_8_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.07,"Y0: [-8249350.56, 4685724.18]; Y1: [-2839182.82, 316015.43]; Y2: [-1075791.18, 1750214.68]; Y3: [-921675.61, 2074460.66]; Y4: [-0.02, 3848116.98]",
ACASXU_run2a_5_9_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,10.44,"Y0: [-8389863.7, 10853779.49]; Y1: [0.02, 2033630.14]; Y2: [-0.02, 1785074.18]; Y3: [0.02, 2033630.14]; Y4: [-0.02, 1929416.11]",
ACASXU_run2a_5_9_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,10.39,"Y0: [-8389863.7, 10853779.49]; Y1: [0.02, 2033630.14]; Y2: [-0.02, 1785074.18]; Y3: [0.02, 2033630.14]; Y4: [-0.02, 1929416.11]",
ACASXU_run2a_5_9_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,4.86,"Y0: [-3230820.2, 4179951.03]; Y1: [0.02, 783138.5]; Y2: [-0.02, 687378.13]; Y3: [0.02, 783138.5]; Y4: [-0.02, 742978.76]",
ACASXU_run2a_5_9_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,2.99,"Y0: [-1495289.52, 1934458.77]; Y1: [0.02, 362454.46]; Y2: [-0.02, 318178.95]; Y3: [0.02, 362454.46]; Y4: [-0.02, 343892.44]",
